"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 28 12:28:51 UTC 2026","Tue Jul 28 12:28:51 UTC 2026","205","","tests.DogApiNegativeTests","","tests.DogApiNegativeTests","shouldReturn404ForInvalidSubBreedImages","404 em imagens com sub-raça inexistente",""
"passed","Tue Jul 28 12:28:48 UTC 2026","Tue Jul 28 12:28:49 UTC 2026","222","","tests.DogApiRegressionTests","","tests.DogApiRegressionTests","subBreedList_emptyForBreedWithoutSubs","Beagle: lista de sub-raças vazia",""
"passed","Tue Jul 28 12:28:52 UTC 2026","Tue Jul 28 12:28:52 UTC 2026","206","","tests.DogApiNegativeTests","","tests.DogApiNegativeTests","shouldReturn404ForInvalidSubBreedRandom","404 no random de sub-raça inexistente",""
"passed","Tue Jul 28 12:28:49 UTC 2026","Tue Jul 28 12:28:49 UTC 2026","218","","tests.DogApiRegressionTests","","tests.DogApiRegressionTests","subBreedList_houndHasExpectedSub","Sub-raças do hound incluem afghan",""
"passed","Tue Jul 28 12:28:51 UTC 2026","Tue Jul 28 12:28:51 UTC 2026","231","","tests.DogApiNegativeTests","","tests.DogApiNegativeTests","shouldReturn404ForInvalidBreedList","404 na lista de sub-raças com raça inválida",""
"passed","Tue Jul 28 12:28:50 UTC 2026","Tue Jul 28 12:28:50 UTC 2026","221","","tests.DogApiNegativeTests","","tests.DogApiNegativeTests","shouldReturn404ForInvalidBreedRandom","404 no random por raça inexistente",""
"passed","Tue Jul 28 12:28:50 UTC 2026","Tue Jul 28 12:28:51 UTC 2026","225","","tests.DogApiNegativeTests","","tests.DogApiNegativeTests","shouldReturnErrorForInvalidBreed","404 para raça inexistente (images)",""
"passed","Tue Jul 28 12:28:48 UTC 2026","Tue Jul 28 12:28:48 UTC 2026","249","","tests.DogApiRegressionTests","","tests.DogApiRegressionTests","randomGlobal_fiftyOneCappedAtFifty","Random global: pedir 51 → no máximo 50 URLs",""
"passed","Tue Jul 28 12:28:44 UTC 2026","Tue Jul 28 12:28:47 UTC 2026","2599","","tests.DogApiPositiveTests","","tests.DogApiPositiveTests","shouldReturnBreedsListWithExpectedStructure","Lista completa de raças",""
"passed","Tue Jul 28 12:28:49 UTC 2026","Tue Jul 28 12:28:50 UTC 2026","228","","tests.DogApiRegressionTests","","tests.DogApiRegressionTests","breedRandom_returnsNImages","N URLs aleatórias por raça (N=5)",""
"passed","Tue Jul 28 12:28:51 UTC 2026","Tue Jul 28 12:28:52 UTC 2026","208","","tests.DogApiNegativeTests","","tests.DogApiNegativeTests","shouldReturn404ForInvalidBreedRandomN","404 no random N com raça inexistente",""
"passed","Tue Jul 28 12:28:51 UTC 2026","Tue Jul 28 12:28:51 UTC 2026","206","","tests.DogApiNegativeTests","","tests.DogApiNegativeTests","shouldMatchRandomPayloadShape","Random: status e message string",""
"passed","Tue Jul 28 12:28:49 UTC 2026","Tue Jul 28 12:28:49 UTC 2026","239","","tests.DogApiRegressionTests","","tests.DogApiRegressionTests","subBreedRandom_returnsOneUrl","Uma imagem aleatória (afghan)",""
"passed","Tue Jul 28 12:28:47 UTC 2026","Tue Jul 28 12:28:47 UTC 2026","781","","tests.DogApiPositiveTests","","tests.DogApiPositiveTests","shouldReturnImagesForExistingBreed","Imagens de uma raça válida",""
"passed","Tue Jul 28 12:28:50 UTC 2026","Tue Jul 28 12:28:50 UTC 2026","360","","tests.DogApiRegressionTests","","tests.DogApiRegressionTests","subBreedImages_returnsList","Lista de imagens da sub-raça afghan",""
"passed","Tue Jul 28 12:28:48 UTC 2026","Tue Jul 28 12:28:48 UTC 2026","280","","tests.DogApiRegressionTests","","tests.DogApiRegressionTests","randomGlobal_returnsNImages","Random global: N=3",""
"passed","Tue Jul 28 12:28:49 UTC 2026","Tue Jul 28 12:28:49 UTC 2026","226","","tests.DogApiRegressionTests","","tests.DogApiRegressionTests","breedRandom_returnsSingleUrl","Uma URL aleatória por raça",""
"passed","Tue Jul 28 12:28:47 UTC 2026","Tue Jul 28 12:28:48 UTC 2026","243","","tests.DogApiPositiveTests","","tests.DogApiPositiveTests","shouldReturnValidRandomImage","Uma imagem aleatória",""
"passed","Tue Jul 28 12:28:51 UTC 2026","Tue Jul 28 12:28:51 UTC 2026","213","","tests.DogApiNegativeTests","","tests.DogApiNegativeTests","shouldReturn404ForInvalidSubBreedRandomN","404 no random N com sub-raça inexistente",""
"passed","Tue Jul 28 12:28:49 UTC 2026","Tue Jul 28 12:28:49 UTC 2026","238","","tests.DogApiRegressionTests","","tests.DogApiRegressionTests","subBreedRandom_returnsNUrls","Duas imagens aleatórias (afghan)",""
